segments,segments
1,2
4,1
5,2
6,14
7,3
9,38
10,67
13,6
14,70
16,5042
17,76
18,1707
19,47
20,2
23,5
24,37
26,1
27,5
28,5
29,724
30,1
32,3
33,1
34,2
35,2
38,62
39,75
