segments,segments
0,115
1,85
2,164
3,44
4,59
5,196
6,191
7,114
8,2
9,231
10,268
11,33
12,39
13,174
14,176
15,29
16,417
17,435
18,364
19,135
20,90
21,1
22,70
23,109
24,311
25,254
26,54
27,65
28,156
29,345
30,198
31,7
32,245
33,160
34,64
35,185
36,112
37,84
38,262
39,325
