segments,segments
0,10
1,260
2,328
3,98
4,80
5,287
6,409
7,59
8,31
9,326
10,539
11,44
12,22
13,297
14,271
15,19
16,430
17,505
18,534
19,159
20,273
22,103
23,37
24,399
25,215
26,1
27,56
28,216
29,247
30,167
31,7
32,280
33,131
34,180
35,125
36,91
37,108
38,315
39,341
