segments,segments
0,1
1,192
2,206
3,7
4,1
5,242
6,402
7,3
8,21
9,300
10,425
11,29
12,3
13,184
14,288
15,1
16,389
17,396
18,240
19,21
20,48
22,18
23,15
24,390
25,79
27,3
28,478
29,397
30,75
32,100
33,28
34,16
35,103
36,2
37,1
38,511
39,385
