segments,segments
0,24
1,180
2,161
3,45
4,11
5,165
6,231
7,101
8,42
9,313
10,325
11,8
12,2
13,97
14,311
15,16
16,338
17,329
18,260
19,188
20,204
22,17
23,24
24,254
25,173
26,13
27,4
28,174
29,317
30,121
31,10
32,146
33,66
34,86
35,125
36,279
37,57
38,286
39,251
